example_id                                                    | status  | run_time        |
./spec/views/phrases/index.html.erb_spec.rb[1:1]              | passed  | 0.02109 seconds |
./spec/views/phrases/new.html.erb_spec.rb[1:1]                | passed  | 0.03181 seconds |
./spec/views/phrases/show.html.erb_spec.rb[1:1]               | passed  | 0.01455 seconds |
./spec/views/recordings/edit.html.erb_spec.rb[1:1]            | passed  | 0.04043 seconds |
./spec/views/recordings/index.html.erb_spec.rb[1:1]           | passed  | 0.02471 seconds |
./spec/views/recordings/new.html.erb_spec.rb[1:1]             | passed  | 0.03686 seconds |
./spec/views/recordings/show.html.erb_spec.rb[1:1]            | passed  | 0.01574 seconds |
./spec/views/regions/edit.html.erb_spec.rb[1:1]               | passed  | 0.03728 seconds |
./spec/views/regions/index.html.erb_spec.rb[1:1]              | passed  | 0.01813 seconds |
./spec/views/regions/new.html.erb_spec.rb[1:1]                | passed  | 0.03257 seconds |
./spec/views/regions/show.html.erb_spec.rb[1:1]               | passed  | 0.01361 seconds |
./spec/views/studies/edit.html.erb_spec.rb[1:1]               | passed  | 0.04037 seconds |
./spec/views/studies/index.html.erb_spec.rb[1:1]              | passed  | 0.03454 seconds |
./spec/views/studies/new.html.erb_spec.rb[1:1]                | passed  | 0.03251 seconds |
./spec/views/studies/show.html.erb_spec.rb[1:1]               | passed  | 0.0263 seconds  |
